"Event Date",Host,"Unique ID","Alarm ID","Alarm Event ID",Chart,Family,Alarm,"Friendly Value","Friendly Old Value","Old Value",Value,Units,"Old Status",Status,"Last Duration","Raised Duration",Recipient,"Processed Status","Updated Status","Updated By ID","Updates ID",Script,"Script Run At","Script Return Value","Script Delay","Script Delay Run At",Description,"Alarm Source"
"2023/5/6 07:28:37",ubuntu,1535537931,1535250250,1722,system.entropy,entropy,"lowest entropy","93 entries","106 entries",106,93,entries,CLEAR,WARNING,"12 hours and 30 mins","no time",silent,DONE,UPDATED,1535537932,1535537930,/usr/libexec/netdata/plugins.d/alarm-notify.sh,"2023/5/6 07:28:37","FAILED (with code 1)","no time","2023/5/6 07:28:37","minimum entries in the random numbers pool in the last 10 minutes",6@/usr/lib/netdata/conf.d/health.d/entropy.conf
"2023/5/5 18:58:37",ubuntu,1535537930,1535250250,1721,system.entropy,entropy,"lowest entropy","232 entries","154 entries",154,232,entries,WARNING,CLEAR,"17 hours and 20 mins","17 hours and 20 mins",silent,DONE,UPDATED,1535537931,1535537929,/usr/libexec/netdata/plugins.d/alarm-notify.sh,"2023/5/5 19:58:37","FAILED (with code 1)","1 hour","2023/5/5 19:58:37","minimum entries in the random numbers pool in the last 10 minutes",6@/usr/lib/netdata/conf.d/health.d/entropy.conf
"2023/5/5 01:38:37",ubuntu,1535537929,1535250250,1720,system.entropy,entropy,"lowest entropy","89 entries","100 entries",100,89,entries,CLEAR,WARNING,"1 hour and 45 mins","no time",silent,DONE,UPDATED,1535537930,1535537928,/usr/libexec/netdata/plugins.d/alarm-notify.sh,"2023/5/5 01:38:37","FAILED (with code 1)","no time","2023/5/5 01:38:37","minimum entries in the random numbers pool in the last 10 minutes",6@/usr/lib/netdata/conf.d/health.d/entropy.conf
"2023/5/4 23:53:37",ubuntu,1535537928,1535250250,1719,system.entropy,entropy,"lowest entropy","321 entries","95 entries",95,321,entries,WARNING,CLEAR,"9 hours and 55 mins","9 hours and 55 mins",silent,DONE,UPDATED,1535537929,1535537927,/usr/libexec/netdata/plugins.d/alarm-notify.sh,"2023/5/5 00:53:37","FAILED (with code 1)","1 hour","2023/5/5 00:53:37","minimum entries in the random numbers pool in the last 10 minutes",6@/usr/lib/netdata/conf.d/health.d/entropy.conf
"2023/5/4 13:58:37",ubuntu,1535537927,1535250250,1718,system.entropy,entropy,"lowest entropy","99 entries","127 entries",127,99,entries,CLEAR,WARNING,"1 hour and 20 mins","no time",silent,DONE,UPDATED,1535537928,1535537926,/usr/libexec/netdata/plugins.d/alarm-notify.sh,"2023/5/4 13:58:37","FAILED (with code 1)","no time","2023/5/4 13:58:37","minimum entries in the random numbers pool in the last 10 minutes",6@/usr/lib/netdata/conf.d/health.d/entropy.conf
"2023/5/4 12:38:37",ubuntu,1535537926,1535250250,1717,system.entropy,entropy,"lowest entropy","225 entries","166 entries",166,225,entries,WARNING,CLEAR,"8 hours and 35 mins","8 hours and 35 mins",silent,DONE,UPDATED,1535537927,1535537925,/usr/libexec/netdata/plugins.d/alarm-notify.sh,"2023/5/4 13:38:37","FAILED (with code 1)","1 hour","2023/5/4 13:38:37","minimum entries in the random numbers pool in the last 10 minutes",6@/usr/lib/netdata/conf.d/health.d/entropy.conf
"2023/5/4 04:03:37",ubuntu,1535537925,1535250250,1716,system.entropy,entropy,"lowest entropy","85 entries","124 entries",124,85,entries,CLEAR,WARNING,"4 hours and 5 mins","no time",silent,DONE,UPDATED,1535537926,1535537924,/usr/libexec/netdata/plugins.d/alarm-notify.sh,"2023/5/4 04:03:37","FAILED (with code 1)","no time","2023/5/4 04:03:37","minimum entries in the random numbers pool in the last 10 minutes",6@/usr/lib/netdata/conf.d/health.d/entropy.conf
"2023/5/3 23:58:37",ubuntu,1535537924,1535250250,1715,system.entropy,entropy,"lowest entropy","269 entries","186 entries",186,269,entries,WARNING,CLEAR,"15 hours and 40 mins","15 hours and 40 mins",silent,DONE,UPDATED,1535537925,1535537923,/usr/libexec/netdata/plugins.d/alarm-notify.sh,"2023/5/4 00:58:37","FAILED (with code 1)","1 hour","2023/5/4 00:58:37","minimum entries in the random numbers pool in the last 10 minutes",6@/usr/lib/netdata/conf.d/health.d/entropy.conf
"2023/5/3 08:18:37",ubuntu,1535537923,1535250250,1714,system.entropy,entropy,"lowest entropy","88 entries","100 entries",100,88,entries,CLEAR,WARNING,"3 hours and 50 mins","no time",silent,DONE,UPDATED,1535537924,1535537922,/usr/libexec/netdata/plugins.d/alarm-notify.sh,"2023/5/3 08:18:37","FAILED (with code 1)","no time","2023/5/3 08:18:37","minimum entries in the random numbers pool in the last 10 minutes",6@/usr/lib/netdata/conf.d/health.d/entropy.conf
"2023/5/3 04:28:37",ubuntu,1535537922,1535250250,1713,system.entropy,entropy,"lowest entropy","201 entries","161 entries",161,201,entries,WARNING,CLEAR,"2 hours","2 hours",silent,DONE,UPDATED,1535537923,1535537921,/usr/libexec/netdata/plugins.d/alarm-notify.sh,"2023/5/3 05:28:37","FAILED (with code 1)","1 hour","2023/5/3 05:28:37","minimum entries in the random numbers pool in the last 10 minutes",6@/usr/lib/netdata/conf.d/health.d/entropy.conf
"2023/5/3 02:28:37",ubuntu,1535537921,1535250250,1712,system.entropy,entropy,"lowest entropy","73 entries","102 entries",102,73,entries,CLEAR,WARNING,"1 hour","no time",silent,DONE,UPDATED,1535537922,1535537920,/usr/libexec/netdata/plugins.d/alarm-notify.sh,-,"OK (returned 0)","no time","2023/5/3 02:28:37","minimum entries in the random numbers pool in the last 10 minutes",6@/usr/lib/netdata/conf.d/health.d/entropy.conf
"2023/5/3 01:28:37",ubuntu,1535537920,1535250250,1711,system.entropy,entropy,"lowest entropy","228 entries","136 entries",136,228,entries,WARNING,CLEAR,"20 mins","20 mins",silent,PENDING,UPDATED,1535537921,1535537919,/usr/libexec/netdata/plugins.d/alarm-notify.sh,-,"OK (returned 0)","1 hour","2023/5/3 02:28:37","minimum entries in the random numbers pool in the last 10 minutes",6@/usr/lib/netdata/conf.d/health.d/entropy.conf
"2023/5/3 01:08:37",ubuntu,1535537919,1535250250,1710,system.entropy,entropy,"lowest entropy","87 entries","121 entries",121,87,entries,CLEAR,WARNING,"13 hours and 20 mins","no time",silent,DONE,UPDATED,1535537920,1535537918,/usr/libexec/netdata/plugins.d/alarm-notify.sh,"2023/5/3 01:08:37","FAILED (with code 1)","no time","2023/5/3 01:08:37","minimum entries in the random numbers pool in the last 10 minutes",6@/usr/lib/netdata/conf.d/health.d/entropy.conf
"2023/5/2 11:48:37",ubuntu,1535537918,1535250250,1709,system.entropy,entropy,"lowest entropy","221 entries","184 entries",184,221,entries,WARNING,CLEAR,"2 hours and 20 mins","2 hours and 20 mins",silent,DONE,UPDATED,1535537919,1535537917,/usr/libexec/netdata/plugins.d/alarm-notify.sh,"2023/5/2 12:48:37","FAILED (with code 1)","1 hour","2023/5/2 12:48:37","minimum entries in the random numbers pool in the last 10 minutes",6@/usr/lib/netdata/conf.d/health.d/entropy.conf
"2023/5/2 09:28:37",ubuntu,1535537917,1535250250,1708,system.entropy,entropy,"lowest entropy","81 entries","116 entries",116,81,entries,CLEAR,WARNING,"2 hours and 40 mins","no time",silent,DONE,UPDATED,1535537918,1535537916,/usr/libexec/netdata/plugins.d/alarm-notify.sh,"2023/5/2 09:28:37","FAILED (with code 1)","no time","2023/5/2 09:28:37","minimum entries in the random numbers pool in the last 10 minutes",6@/usr/lib/netdata/conf.d/health.d/entropy.conf
"2023/5/2 06:48:37",ubuntu,1535537916,1535250250,1707,system.entropy,entropy,"lowest entropy","219 entries","59 entries",59,219,entries,WARNING,CLEAR,"7 hours and 10 mins","7 hours and 10 mins",silent,DONE,UPDATED,1535537917,1535537915,/usr/libexec/netdata/plugins.d/alarm-notify.sh,"2023/5/2 07:48:37","FAILED (with code 1)","1 hour","2023/5/2 07:48:37","minimum entries in the random numbers pool in the last 10 minutes",6@/usr/lib/netdata/conf.d/health.d/entropy.conf
"2023/5/1 23:38:37",ubuntu,1535537915,1535250250,1706,system.entropy,entropy,"lowest entropy","98 entries","104 entries",104,98,entries,CLEAR,WARNING,"7 hours and 25 mins","no time",silent,DONE,UPDATED,1535537916,1535537914,/usr/libexec/netdata/plugins.d/alarm-notify.sh,"2023/5/1 23:38:37","FAILED (with code 1)","no time","2023/5/1 23:38:37","minimum entries in the random numbers pool in the last 10 minutes",6@/usr/lib/netdata/conf.d/health.d/entropy.conf
"2023/5/1 16:13:37",ubuntu,1535537914,1535250250,1705,system.entropy,entropy,"lowest entropy","267 entries","143 entries",143,267,entries,WARNING,CLEAR,"14 hours and 30 mins","14 hours and 30 mins",silent,DONE,UPDATED,1535537915,1535537913,/usr/libexec/netdata/plugins.d/alarm-notify.sh,"2023/5/1 17:13:37","FAILED (with code 1)","1 hour","2023/5/1 17:13:37","minimum entries in the random numbers pool in the last 10 minutes",6@/usr/lib/netdata/conf.d/health.d/entropy.conf
"2023/5/1 01:43:37",ubuntu,1535537913,1535250250,1704,system.entropy,entropy,"lowest entropy","99 entries","120 entries",120,99,entries,CLEAR,WARNING,"3 hours and 15 mins","no time",silent,DONE,UPDATED,1535537914,1535537912,/usr/libexec/netdata/plugins.d/alarm-notify.sh,"2023/5/1 01:43:37","FAILED (with code 1)","no time","2023/5/1 01:43:37","minimum entries in the random numbers pool in the last 10 minutes",6@/usr/lib/netdata/conf.d/health.d/entropy.conf
"2023/4/30 22:28:37",ubuntu,1535537912,1535250250,1703,system.entropy,entropy,"lowest entropy","316 entries","18 entries",18,316,entries,WARNING,CLEAR,"3 hours and 55 mins","3 hours and 55 mins",silent,DONE,UPDATED,1535537913,1535537911,/usr/libexec/netdata/plugins.d/alarm-notify.sh,"2023/4/30 23:28:37","FAILED (with code 1)","1 hour","2023/4/30 23:28:37","minimum entries in the random numbers pool in the last 10 minutes",6@/usr/lib/netdata/conf.d/health.d/entropy.conf
"2023/4/30 18:33:37",ubuntu,1535537911,1535250250,1702,system.entropy,entropy,"lowest entropy","93 entries","101 entries",101,93,entries,CLEAR,WARNING,"3 hours and 45 mins","no time",silent,DONE,UPDATED,1535537912,1535537910,/usr/libexec/netdata/plugins.d/alarm-notify.sh,"2023/4/30 18:33:37","FAILED (with code 1)","no time","2023/4/30 18:33:37","minimum entries in the random numbers pool in the last 10 minutes",6@/usr/lib/netdata/conf.d/health.d/entropy.conf
"2023/4/30 14:48:37",ubuntu,1535537910,1535250250,1701,system.entropy,entropy,"lowest entropy","253 entries","199 entries",199,253,entries,WARNING,CLEAR,"3 hours and 45 mins","3 hours and 45 mins",silent,DONE,UPDATED,1535537911,1535537909,/usr/libexec/netdata/plugins.d/alarm-notify.sh,"2023/4/30 15:48:37","FAILED (with code 1)","1 hour","2023/4/30 15:48:37","minimum entries in the random numbers pool in the last 10 minutes",6@/usr/lib/netdata/conf.d/health.d/entropy.conf
"2023/4/30 11:03:37",ubuntu,1535537909,1535250250,1700,system.entropy,entropy,"lowest entropy","87 entries","114 entries",114,87,entries,CLEAR,WARNING,"2 hours and 40 mins","no time",silent,DONE,UPDATED,1535537910,1535537908,/usr/libexec/netdata/plugins.d/alarm-notify.sh,"2023/4/30 11:03:37","FAILED (with code 1)","no time","2023/4/30 11:03:37","minimum entries in the random numbers pool in the last 10 minutes",6@/usr/lib/netdata/conf.d/health.d/entropy.conf
"2023/4/30 08:23:37",ubuntu,1535537908,1535250250,1699,system.entropy,entropy,"lowest entropy","234 entries","193 entries",193,234,entries,WARNING,CLEAR,"1 hour and 20 mins","1 hour and 20 mins",silent,DONE,UPDATED,1535537909,1535537907,/usr/libexec/netdata/plugins.d/alarm-notify.sh,"2023/4/30 09:23:37","FAILED (with code 1)","1 hour","2023/4/30 09:23:37","minimum entries in the random numbers pool in the last 10 minutes",6@/usr/lib/netdata/conf.d/health.d/entropy.conf
"2023/4/30 07:03:37",ubuntu,1535537907,1535250250,1698,system.entropy,entropy,"lowest entropy","99 entries","104 entries",104,99,entries,CLEAR,WARNING,"13 hours and 10 mins","no time",silent,DONE,UPDATED,1535537908,1535537906,/usr/libexec/netdata/plugins.d/alarm-notify.sh,"2023/4/30 07:03:37","FAILED (with code 1)","no time","2023/4/30 07:03:37","minimum entries in the random numbers pool in the last 10 minutes",6@/usr/lib/netdata/conf.d/health.d/entropy.conf
"2023/4/29 17:53:37",ubuntu,1535537906,1535250250,1697,system.entropy,entropy,"lowest entropy","216 entries","198 entries",198,216,entries,WARNING,CLEAR,"14 hours and 20 mins","14 hours and 20 mins",silent,DONE,UPDATED,1535537907,1535537905,/usr/libexec/netdata/plugins.d/alarm-notify.sh,"2023/4/29 18:53:37","FAILED (with code 1)","1 hour","2023/4/29 18:53:37","minimum entries in the random numbers pool in the last 10 minutes",6@/usr/lib/netdata/conf.d/health.d/entropy.conf
"2023/4/29 03:33:37",ubuntu,1535537905,1535250250,1696,system.entropy,entropy,"lowest entropy","83 entries","119 entries",119,83,entries,CLEAR,WARNING,"50 mins","no time",silent,DONE,UPDATED,1535537906,1535537904,/usr/libexec/netdata/plugins.d/alarm-notify.sh,-,"OK (returned 0)","no time","2023/4/29 03:33:37","minimum entries in the random numbers pool in the last 10 minutes",6@/usr/lib/netdata/conf.d/health.d/entropy.conf
"2023/4/29 02:43:37",ubuntu,1535537904,1535250250,1695,system.entropy,entropy,"lowest entropy","270 entries","89 entries",89,270,entries,WARNING,CLEAR,"7 hours and 5 mins","7 hours and 5 mins",silent,PENDING,UPDATED,1535537905,1535537903,/usr/libexec/netdata/plugins.d/alarm-notify.sh,-,"OK (returned 0)","1 hour","2023/4/29 03:43:37","minimum entries in the random numbers pool in the last 10 minutes",6@/usr/lib/netdata/conf.d/health.d/entropy.conf
"2023/4/28 19:38:37",ubuntu,1535537903,1535250250,1694,system.entropy,entropy,"lowest entropy","94 entries","119 entries",119,94,entries,CLEAR,WARNING,"2 hours and 15 mins","no time",silent,DONE,UPDATED,1535537904,1535537902,/usr/libexec/netdata/plugins.d/alarm-notify.sh,"2023/4/28 19:38:37","FAILED (with code 1)","no time","2023/4/28 19:38:37","minimum entries in the random numbers pool in the last 10 minutes",6@/usr/lib/netdata/conf.d/health.d/entropy.conf
"2023/4/28 17:23:37",ubuntu,1535537902,1535250250,1693,system.entropy,entropy,"lowest entropy","284 entries","191 entries",191,284,entries,WARNING,CLEAR,"2 hours and 55 mins","2 hours and 55 mins",silent,DONE,UPDATED,1535537903,1535537901,/usr/libexec/netdata/plugins.d/alarm-notify.sh,"2023/4/28 18:23:37","FAILED (with code 1)","1 hour","2023/4/28 18:23:37","minimum entries in the random numbers pool in the last 10 minutes",6@/usr/lib/netdata/conf.d/health.d/entropy.conf
"2023/4/28 14:28:37",ubuntu,1535537901,1535250250,1692,system.entropy,entropy,"lowest entropy","85 entries","104 entries",104,85,entries,CLEAR,WARNING,"2 hours and 50 mins","no time",silent,DONE,UPDATED,1535537902,1535537900,/usr/libexec/netdata/plugins.d/alarm-notify.sh,"2023/4/28 14:28:37","FAILED (with code 1)","no time","2023/4/28 14:28:37","minimum entries in the random numbers pool in the last 10 minutes",6@/usr/lib/netdata/conf.d/health.d/entropy.conf
"2023/4/28 11:38:37",ubuntu,1535537900,1535250250,1691,system.entropy,entropy,"lowest entropy","228 entries","199 entries",199,228,entries,WARNING,CLEAR,"2 hours","2 hours",silent,DONE,UPDATED,1535537901,1535537899,/usr/libexec/netdata/plugins.d/alarm-notify.sh,"2023/4/28 12:38:37","FAILED (with code 1)","1 hour","2023/4/28 12:38:37","minimum entries in the random numbers pool in the last 10 minutes",6@/usr/lib/netdata/conf.d/health.d/entropy.conf
"2023/4/28 09:38:37",ubuntu,1535537899,1535250250,1690,system.entropy,entropy,"lowest entropy","96 entries","114 entries",114,96,entries,CLEAR,WARNING,"7 hours and 5 mins","no time",silent,DONE,UPDATED,1535537900,1535537898,/usr/libexec/netdata/plugins.d/alarm-notify.sh,"2023/4/28 09:38:37","FAILED (with code 1)","no time","2023/4/28 09:38:37","minimum entries in the random numbers pool in the last 10 minutes",6@/usr/lib/netdata/conf.d/health.d/entropy.conf
"2023/4/28 02:33:37",ubuntu,1535537898,1535250250,1689,system.entropy,entropy,"lowest entropy","222 entries","2 entries",2,222,entries,WARNING,CLEAR,"19 hours and 20 mins","19 hours and 20 mins",silent,DONE,UPDATED,1535537899,1535537897,/usr/libexec/netdata/plugins.d/alarm-notify.sh,"2023/4/28 03:33:37","FAILED (with code 1)","1 hour","2023/4/28 03:33:37","minimum entries in the random numbers pool in the last 10 minutes",6@/usr/lib/netdata/conf.d/health.d/entropy.conf
"2023/4/27 07:13:37",ubuntu,1535537897,1535250250,1688,system.entropy,entropy,"lowest entropy","95 entries","117 entries",117,95,entries,CLEAR,WARNING,"3 hours and 20 mins","no time",silent,DONE,UPDATED,1535537898,1535537896,/usr/libexec/netdata/plugins.d/alarm-notify.sh,"2023/4/27 07:13:37","FAILED (with code 1)","no time","2023/4/27 07:13:37","minimum entries in the random numbers pool in the last 10 minutes",6@/usr/lib/netdata/conf.d/health.d/entropy.conf
"2023/4/27 03:53:37",ubuntu,1535537896,1535250250,1687,system.entropy,entropy,"lowest entropy","278 entries","197 entries",197,278,entries,WARNING,CLEAR,"25 mins","25 mins",silent,DONE,UPDATED,1535537897,1535537895,/usr/libexec/netdata/plugins.d/alarm-notify.sh,"2023/4/27 04:53:37","FAILED (with code 1)","1 hour","2023/4/27 04:53:37","minimum entries in the random numbers pool in the last 10 minutes",6@/usr/lib/netdata/conf.d/health.d/entropy.conf
"2023/4/27 03:28:37",ubuntu,1535537895,1535250250,1686,system.entropy,entropy,"lowest entropy","89 entries","131 entries",131,89,entries,CLEAR,WARNING,"1 hour and 15 mins","no time",silent,DONE,UPDATED,1535537896,1535537894,/usr/libexec/netdata/plugins.d/alarm-notify.sh,"2023/4/27 03:28:37","FAILED (with code 1)","no time","2023/4/27 03:28:37","minimum entries in the random numbers pool in the last 10 minutes",6@/usr/lib/netdata/conf.d/health.d/entropy.conf
"2023/4/27 02:13:37",ubuntu,1535537894,1535250250,1685,system.entropy,entropy,"lowest entropy","267 entries","7 entries",7,267,entries,WARNING,CLEAR,"6 hours and 40 mins","6 hours and 40 mins",silent,DONE,UPDATED,1535537895,1535537893,/usr/libexec/netdata/plugins.d/alarm-notify.sh,"2023/4/27 03:13:37","FAILED (with code 1)","1 hour","2023/4/27 03:13:37","minimum entries in the random numbers pool in the last 10 minutes",6@/usr/lib/netdata/conf.d/health.d/entropy.conf
"2023/4/26 19:33:37",ubuntu,1535537893,1535250250,1684,system.entropy,entropy,"lowest entropy","85 entries","116 entries",116,85,entries,CLEAR,WARNING,"1 hour and 40 mins","no time",silent,DONE,UPDATED,1535537894,1535537892,/usr/libexec/netdata/plugins.d/alarm-notify.sh,"2023/4/26 19:33:37","FAILED (with code 1)","no time","2023/4/26 19:33:37","minimum entries in the random numbers pool in the last 10 minutes",6@/usr/lib/netdata/conf.d/health.d/entropy.conf
"2023/4/26 17:53:37",ubuntu,1535537892,1535250250,1683,system.entropy,entropy,"lowest entropy","217 entries","167 entries",167,217,entries,WARNING,CLEAR,"2 hours and 30 mins","2 hours and 30 mins",silent,DONE,UPDATED,1535537893,1535537891,/usr/libexec/netdata/plugins.d/alarm-notify.sh,"2023/4/26 18:53:37","FAILED (with code 1)","1 hour","2023/4/26 18:53:37","minimum entries in the random numbers pool in the last 10 minutes",6@/usr/lib/netdata/conf.d/health.d/entropy.conf
"2023/4/26 15:23:37",ubuntu,1535537891,1535250250,1682,system.entropy,entropy,"lowest entropy","93 entries","136 entries",136,93,entries,CLEAR,WARNING,"3 hours and 45 mins","no time",silent,DONE,UPDATED,1535537892,1535537890,/usr/libexec/netdata/plugins.d/alarm-notify.sh,"2023/4/26 15:23:37","FAILED (with code 1)","no time","2023/4/26 15:23:37","minimum entries in the random numbers pool in the last 10 minutes",6@/usr/lib/netdata/conf.d/health.d/entropy.conf
